Fecha,Código Cliente,Sede,Tipo de Cuenta,Cliente Nuevo ,Neto,Iva
43189,C-693,Lleida,Cuenta corriente,Si,10418,0.21
43189,C-403,Lleida,Ahorros,No,3267,0.21
43189,D-302,Lleida,Hipoteca,No,13259,0.21
43189,D-839,Lleida,Plan de jubilación,Si,8918,0.21
43190,B-761,Barcelona,Plan de jubilación,No,3587,0.21
43190,A-420,Gavà,Cuenta corriente,No,3291,0.21
43190,B-937,Gavà,Ahorros,No,14918,0.21
43190,B-890,Gavà,Ahorros,No,10745,0.21
43190,C-727,Tarragona,Fondo de inversión,No,6042,0.21
43190,A-485,Tarragona,Plan de jubilación,No,8268,0.21
43190,D-159,Tarragona,Hipoteca,No,11385,0.21
43190,D-575,Tarragona,Ahorros,No,9172,0.21
43190,B-223,Tarragona,Ahorros,No,6532,0.21
43190,A-909,Girona,Fondo de inversión,Si,1942,0.21
43190,B-320,Girona,Plan de jubilación,No,8786,0.21
43190,A-428,Girona,Hipoteca,No,10667,0.21
43190,D-482,Girona,Hipoteca,No,3571,0.21
43190,C-614,Lleida,Plan de jubilación,No,2781,0.21
43191,D-510,Barcelona,Hipoteca,Si,4062,0.21
43191,C-439,Barcelona,Cuenta corriente,No,5880,0.21
43191,D-404,Barcelona,Plan de jubilación,No,2158,0.21
43191,C-339,Barcelona,Cuenta corriente,Si,8808,0.21
43191,D-644,Gavà,Fondo de inversión,No,11662,0.21
43191,D-417,Tarragona,Ahorros,Si,847,0.21
43191,B-840,Tarragona,Plan de jubilación,Si,10663,0.21
43191,B-459,Tarragona,Cuenta corriente,No,10729,0.21
43191,D-242,Girona,Fondo de inversión,No,4585,0.21
43191,B-577,Girona,Ahorros,No,7267,0.21
43191,D-919,Girona,Fondo de inversión,Si,13031,0.21
43191,B-471,Girona,Plan de jubilación,Si,6213,0.21
43191,D-624,Girona,Ahorros,Si,12637,0.21
43191,C-309,Girona,Fondo de inversión,Si,14956,0.21
43191,B-556,Lleida,Fondo de inversión,Si,12199,0.21
43191,A-690,Lleida,Fondo de inversión,Si,4300,0.21
43191,D-124,Lleida,Hipoteca,No,2273,0.21
43191,C-498,Lleida,Cuenta corriente,No,3924,0.21
43191,A-953,Lleida,Hipoteca,Si,9440,0.21
43191,C-197,Lleida,Fondo de inversión,Si,11340,0.21
43192,A-977,Barcelona,Fondo de inversión,Si,7003,0.21
43192,D-267,Barcelona,Cuenta corriente,No,11814,0.21
43192,C-825,Barcelona,Plan de jubilación,No,9018,0.21
43192,B-259,Barcelona,Fondo de inversión,No,12519,0.21
43192,D-607,Barcelona,Cuenta corriente,Si,2669,0.21
43192,B-381,Barcelona,Hipoteca,No,5788,0.21
43192,A-657,Gavà,Plan de jubilación,No,14215,0.21
43192,A-501,Gavà,Fondo de inversión,No,13891,0.21
43192,C-940,Tarragona,Hipoteca,No,13135,0.21
43192,D-368,Tarragona,Cuenta corriente,No,8748,0.21
43192,A-549,Girona,Ahorros,No,3612,0.21
43192,A-391,Lleida,Cuenta corriente,Si,6050,0.21
43192,C-911,Lleida,Plan de jubilación,No,7949,0.21
43193,B-356,Barcelona,Fondo de inversión,Si,2032,0.21
43193,A-251,Barcelona,Cuenta corriente,No,4748,0.21
43193,D-734,Barcelona,Ahorros,Si,3928,0.21
43193,C-278,Barcelona,Ahorros,Si,1911,0.21
43193,C-347,Tarragona,Ahorros,Si,5279,0.21
43193,D-673,Tarragona,Hipoteca,Si,12052,0.21
43193,D-180,Tarragona,Hipoteca,Si,14377,0.21
43193,D-699,Tarragona,Hipoteca,Si,12262,0.21
43193,A-816,Tarragona,Cuenta corriente,Si,9506,0.21
43193,D-944,Tarragona,Hipoteca,No,11008,0.21
43193,A-576,Girona,Hipoteca,No,11139,0.21
43193,C-805,Girona,Fondo de inversión,No,10305,0.21
43193,B-765,Girona,Fondo de inversión,No,6427,0.21
43193,B-881,Girona,Plan de jubilación,No,11056,0.21
43193,C-834,Lleida,Ahorros,No,10095,0.21
43193,A-456,Lleida,Ahorros,Si,10207,0.21
43193,D-171,Lleida,Cuenta corriente,No,5372,0.21
43193,B-806,Lleida,Hipoteca,No,6805,0.21
43194,D-510,Barcelona,Fondo de inversión,Si,5091,0.21
43194,C-989,Barcelona,Hipoteca,Si,5152,0.21
43194,B-400,Barcelona,Ahorros,No,8425,0.21
43194,C-192,Barcelona,Fondo de inversión,No,10146,0.21
43194,D-244,Gavà,Ahorros,No,2887,0.21
43194,A-217,Gavà,Cuenta corriente,Si,9783,0.21
43194,A-504,Gavà,Plan de jubilación,Si,8653,0.21
43194,B-179,Gavà,Plan de jubilación,No,6499,0.21
43194,A-115,Gavà,Cuenta corriente,No,13519,0.21
43194,D-361,Gavà,Cuenta corriente,No,10759,0.21
43194,B-650,Tarragona,Plan de jubilación,Si,13905,0.21
43194,B-307,Tarragona,Plan de jubilación,No,4973,0.21
43194,D-811,Tarragona,Plan de jubilación,Si,10859,0.21
43194,C-169,Girona,Plan de jubilación,Si,6929,0.21
43194,A-964,Lleida,Hipoteca,Si,1123,0.21
43194,A-847,Lleida,Fondo de inversión,No,1374,0.21
43194,B-179,Lleida,Cuenta corriente,Si,2527,0.21
43195,C-357,Barcelona,Plan de jubilación,Si,7844,0.21
43195,B-188,Barcelona,Cuenta corriente,Si,3287,0.21
43195,B-287,Barcelona,Cuenta corriente,No,11673,0.21
43195,C-206,Barcelona,Hipoteca,No,14398,0.21
43195,D-804,Barcelona,Ahorros,No,2351,0.21
43195,A-630,Gavà,Fondo de inversión,Si,574,0.21
43195,A-333,Gavà,Cuenta corriente,No,11981,0.21
43195,B-894,Gavà,Ahorros,No,1225,0.21
43195,B-976,Gavà,Plan de jubilación,No,6115,0.21
43195,D-824,Gavà,Hipoteca,Si,7734,0.21
43195,B-337,Tarragona,Hipoteca,Si,11785,0.21
43195,A-293,Girona,Ahorros,Si,13684,0.21
43195,D-680,Girona,Fondo de inversión,No,5915,0.21
43195,C-159,Girona,Fondo de inversión,No,13241,0.21
43195,B-190,Girona,Hipoteca,No,5192,0.21
43195,C-113,Girona,Plan de jubilación,Si,2262,0.21
43195,C-202,Lleida,Hipoteca,Si,12371,0.21
43195,A-830,Lleida,Cuenta corriente,No,4315,0.21
43195,A-626,Lleida,Cuenta corriente,Si,1016,0.21
43195,D-110,Lleida,Ahorros,Si,12209,0.21
43196,C-713,Barcelona,Plan de jubilación,Si,5598,0.21
43196,B-797,Gavà,Fondo de inversión,No,13005,0.21
43196,B-948,Gavà,Hipoteca,No,8499,0.21
43196,B-444,Gavà,Ahorros,Si,900,0.21
43196,A-924,Gavà,Plan de jubilación,Si,4269,0.21
43196,B-810,Tarragona,Hipoteca,No,9800,0.21
43196,B-695,Tarragona,Plan de jubilación,Si,2067,0.21
43196,A-541,Tarragona,Hipoteca,Si,407,0.21
43196,A-635,Girona,Fondo de inversión,No,809,0.21
43196,C-183,Girona,Hipoteca,No,14433,0.21
43196,A-359,Girona,Fondo de inversión,No,7069,0.21
43196,A-289,Girona,Fondo de inversión,No,14588,0.21
43196,A-398,Lleida,Cuenta corriente,No,13957,0.21
43197,A-188,Barcelona,Cuenta corriente,No,11435,0.21
43197,B-699,Barcelona,Cuenta corriente,No,4362,0.21
43197,A-616,Barcelona,Fondo de inversión,No,4814,0.21
43197,C-664,Barcelona,Ahorros,Si,2096,0.21
43197,B-310,Barcelona,Plan de jubilación,No,11434,0.21
43197,D-728,Gavà,Fondo de inversión,Si,177,0.21
43197,D-546,Gavà,Ahorros,Si,8547,0.21
43197,B-539,Gavà,Cuenta corriente,Si,5164,0.21
43197,A-315,Gavà,Fondo de inversión,Si,8793,0.21
43197,C-600,Gavà,Hipoteca,Si,2829,0.21
43197,C-319,Tarragona,Hipoteca,Si,9383,0.21
43197,B-573,Tarragona,Hipoteca,Si,5613,0.21
43197,C-528,Tarragona,Plan de jubilación,Si,14218,0.21
43197,A-802,Tarragona,Plan de jubilación,Si,4484,0.21
43197,B-995,Girona,Fondo de inversión,Si,12421,0.21
43197,A-608,Lleida,Plan de jubilación,Si,5801,0.21
43197,D-104,Lleida,Ahorros,No,14933,0.21
43197,A-220,Lleida,Fondo de inversión,No,10596,0.21
43197,C-206,Lleida,Cuenta corriente,No,3281,0.21
43197,B-587,Lleida,Ahorros,No,920,0.21
43198,A-410,Barcelona,Ahorros,Si,14291,0.21
43198,B-165,Barcelona,Hipoteca,Si,14377,0.21
43198,B-739,Gavà,Plan de jubilación,No,2363,0.21
43198,C-773,Gavà,Cuenta corriente,Si,13014,0.21
43198,C-844,Gavà,Plan de jubilación,Si,8074,0.21
43198,C-139,Gavà,Cuenta corriente,Si,3899,0.21
43198,C-967,Gavà,Plan de jubilación,Si,5680,0.21
43198,B-601,Gavà,Plan de jubilación,No,10727,0.21
43198,A-245,Gavà,Cuenta corriente,No,636,0.21
43198,C-206,Gavà,Fondo de inversión,Si,14602,0.21
43198,C-831,Gavà,Fondo de inversión,Si,1349,0.21
43198,C-848,Gavà,Cuenta corriente,Si,14843,0.21
43198,D-440,Gavà,Hipoteca,No,7599,0.21
43198,D-469,Tarragona,Plan de jubilación,No,6522,0.21
43198,A-281,Tarragona,Plan de jubilación,Si,10644,0.21
43198,B-424,Tarragona,Cuenta corriente,No,14900,0.21
43198,B-884,Tarragona,Plan de jubilación,Si,3622,0.21
43198,A-774,Tarragona,Hipoteca,Si,10241,0.21
43198,D-817,Tarragona,Cuenta corriente,Si,5504,0.21
43198,B-980,Girona,Cuenta corriente,No,5260,0.21
43198,A-265,Girona,Hipoteca,Si,7519,0.21
43198,D-934,Girona,Plan de jubilación,No,2841,0.21
43198,D-772,Lleida,Cuenta corriente,Si,14472,0.21
43199,D-737,Barcelona,Hipoteca,Si,3283,0.21
43199,A-739,Barcelona,Cuenta corriente,No,758,0.21
43199,B-333,Barcelona,Hipoteca,No,13797,0.21
43199,D-713,Gavà,Fondo de inversión,Si,10808,0.21
43199,B-819,Gavà,Plan de jubilación,No,6041,0.21
43199,A-765,Gavà,Ahorros,No,8918,0.21
43199,A-207,Gavà,Fondo de inversión,Si,13749,0.21
43199,C-607,Gavà,Fondo de inversión,Si,12550,0.21
43199,B-595,Gavà,Cuenta corriente,Si,7206,0.21
43199,A-989,Tarragona,Cuenta corriente,Si,5046,0.21
43199,B-874,Tarragona,Ahorros,No,7701,0.21
43199,D-942,Tarragona,Ahorros,Si,11818,0.21
43199,C-805,Tarragona,Hipoteca,Si,12887,0.21
43199,A-309,Girona,Cuenta corriente,No,9504,0.21
43199,A-571,Girona,Ahorros,No,875,0.21
43199,C-386,Girona,Fondo de inversión,Si,2029,0.21
43199,C-934,Girona,Plan de jubilación,Si,2630,0.21
43199,A-258,Lleida,Fondo de inversión,No,4557,0.21
43199,A-519,Lleida,Hipoteca,Si,14963,0.21
43199,A-733,Lleida,Hipoteca,Si,116,0.21
43199,C-635,Lleida,Ahorros,No,5716,0.21
43200,B-680,Barcelona,Fondo de inversión,Si,2032,0.21
43200,C-516,Barcelona,Cuenta corriente,Si,9045,0.21
43200,D-534,Barcelona,Hipoteca,No,1738,0.21
43200,D-910,Barcelona,Plan de jubilación,No,11063,0.21
43200,B-202,Barcelona,Ahorros,Si,9113,0.21
43200,D-815,Barcelona,Fondo de inversión,No,14373,0.21
43200,D-470,Barcelona,Cuenta corriente,No,3436,0.21
43200,A-241,Barcelona,Hipoteca,Si,12355,0.21
43200,B-923,Barcelona,Fondo de inversión,Si,4291,0.21
43200,D-826,Gavà,Ahorros,Si,11049,0.21
43200,C-994,Gavà,Cuenta corriente,Si,4870,0.21
43200,D-285,Gavà,Ahorros,Si,1404,0.21
43200,C-948,Gavà,Fondo de inversión,Si,2346,0.21
43200,A-951,Girona,Plan de jubilación,Si,10870,0.21
43200,A-446,Girona,Fondo de inversión,Si,10309,0.21
43200,A-436,Girona,Plan de jubilación,No,6721,0.21
43200,C-928,Girona,Ahorros,Si,11857,0.21
43200,A-385,Lleida,Ahorros,Si,11701,0.21
43200,D-316,Lleida,Cuenta corriente,Si,4825,0.21
43200,D-647,Lleida,Cuenta corriente,Si,400,0.21
43200,C-275,Lleida,Fondo de inversión,No,11445,0.21
43201,A-783,Barcelona,Hipoteca,No,11327,0.21
43201,D-522,Gavà,Plan de jubilación,Si,5661,0.21
43201,C-334,Gavà,Fondo de inversión,No,8294,0.21
43201,B-567,Gavà,Hipoteca,No,13266,0.21
43201,B-290,Tarragona,Ahorros,Si,4986,0.21
43201,A-898,Tarragona,Hipoteca,No,5241,0.21
43201,C-739,Tarragona,Fondo de inversión,Si,11224,0.21
43201,A-227,Tarragona,Ahorros,No,260,0.21
43201,B-552,Girona,Ahorros,Si,11615,0.21
43201,D-470,Girona,Hipoteca,No,795,0.21
43201,D-251,Girona,Hipoteca,No,3037,0.21
43201,A-480,Lleida,Cuenta corriente,No,477,0.21
43201,C-809,Lleida,Plan de jubilación,No,12222,0.21
43201,B-776,Lleida,Fondo de inversión,Si,5852,0.21
43202,A-111,Barcelona,Plan de jubilación,Si,1850,0.21
43202,B-756,Barcelona,Cuenta corriente,No,1743,0.21
43202,C-915,Barcelona,Ahorros,Si,8756,0.21
43202,B-466,Barcelona,Fondo de inversión,No,2826,0.21
43202,C-626,Barcelona,Hipoteca,Si,3253,0.21
43202,D-640,Barcelona,Hipoteca,Si,3098,0.21
43202,A-805,Gavà,Fondo de inversión,Si,11695,0.21
43202,B-997,Gavà,Fondo de inversión,Si,6727,0.21
43202,D-321,Gavà,Fondo de inversión,Si,13785,0.21
43202,B-964,Gavà,Plan de jubilación,Si,10381,0.21
43202,A-243,Gavà,Hipoteca,Si,6633,0.21
43202,B-104,Gavà,Plan de jubilación,No,12095,0.21
43202,A-515,Gavà,Cuenta corriente,Si,10928,0.21
43202,B-730,Gavà,Cuenta corriente,No,959,0.21
43202,C-445,Tarragona,Ahorros,Si,13040,0.21
43202,B-738,Tarragona,Hipoteca,No,626,0.21
43202,A-483,Tarragona,Cuenta corriente,No,2792,0.21
43202,A-560,Girona,Ahorros,Si,12113,0.21
43202,A-419,Girona,Plan de jubilación,Si,7448,0.21
43202,D-522,Girona,Fondo de inversión,Si,7262,0.21
43202,C-206,Girona,Plan de jubilación,No,14182,0.21
43202,C-287,Girona,Cuenta corriente,Si,8566,0.21
43202,C-811,Girona,Cuenta corriente,Si,13499,0.21
43202,D-997,Lleida,Plan de jubilación,No,7307,0.21
43202,D-339,Lleida,Ahorros,Si,6015,0.21
43202,B-270,Lleida,Hipoteca,No,1128,0.21
43202,D-979,Lleida,Ahorros,No,2532,0.21
43203,C-303,Barcelona,Cuenta corriente,No,13387,0.21
43203,B-970,Barcelona,Hipoteca,No,2257,0.21
43203,D-116,Barcelona,Fondo de inversión,No,573,0.21
43203,B-583,Barcelona,Cuenta corriente,Si,7050,0.21
43203,B-647,Barcelona,Fondo de inversión,No,2045,0.21
43203,B-140,Barcelona,Plan de jubilación,Si,11335,0.21
43203,D-334,Barcelona,Ahorros,No,12911,0.21
43203,A-241,Barcelona,Plan de jubilación,Si,7082,0.21
43203,B-283,Barcelona,Hipoteca,No,1261,0.21
43203,D-474,Gavà,Hipoteca,No,14073,0.21
43203,C-182,Tarragona,Plan de jubilación,No,5951,0.21
43203,D-218,Tarragona,Fondo de inversión,Si,10763,0.21
43203,A-526,Tarragona,Ahorros,Si,3364,0.21
43203,B-399,Tarragona,Hipoteca,No,5709,0.21
43203,B-496,Tarragona,Plan de jubilación,No,190,0.21
43203,B-751,Girona,Cuenta corriente,Si,13538,0.21
43203,C-777,Girona,Hipoteca,No,11291,0.21
43203,D-137,Girona,Cuenta corriente,No,9799,0.21
43203,B-421,Girona,Hipoteca,Si,11098,0.21
43203,A-662,Lleida,Hipoteca,Si,6671,0.21
43203,C-695,Lleida,Fondo de inversión,Si,7016,0.21
43203,C-762,Lleida,Hipoteca,No,11998,0.21
43203,C-622,Lleida,Cuenta corriente,Si,9896,0.21
43203,D-212,Lleida,Cuenta corriente,Si,2336,0.21
43203,A-404,Lleida,Hipoteca,Si,4503,0.21
43204,D-431,Barcelona,Hipoteca,Si,14175,0.21
43204,B-862,Barcelona,Plan de jubilación,Si,7533,0.21
43204,B-127,Barcelona,Ahorros,No,1183,0.21
43204,B-847,Barcelona,Fondo de inversión,Si,6376,0.21
43204,C-738,Barcelona,Ahorros,No,13965,0.21
43204,A-496,Barcelona,Hipoteca,No,14538,0.21
43204,C-961,Barcelona,Fondo de inversión,Si,6367,0.21
43204,B-966,Barcelona,Ahorros,Si,11826,0.21
43204,D-231,Gavà,Fondo de inversión,No,9902,0.21
43204,A-580,Gavà,Fondo de inversión,Si,9158,0.21
43204,C-616,Gavà,Fondo de inversión,No,11125,0.21
43204,C-749,Gavà,Cuenta corriente,Si,14016,0.21
43204,A-108,Tarragona,Hipoteca,Si,6187,0.21
43204,B-429,Tarragona,Fondo de inversión,No,13461,0.21
43204,D-760,Tarragona,Hipoteca,Si,14996,0.21
43204,B-578,Girona,Plan de jubilación,Si,6096,0.21
43204,D-868,Girona,Plan de jubilación,No,8680,0.21
43204,D-639,Lleida,Fondo de inversión,No,11309,0.21
43204,C-180,Lleida,Ahorros,No,9287,0.21
43204,C-679,Lleida,Fondo de inversión,Si,11309,0.21
43205,A-353,Barcelona,Hipoteca,No,5947,0.21
43205,A-773,Barcelona,Plan de jubilación,No,11027,0.21
43205,D-369,Barcelona,Ahorros,No,7561,0.21
43205,B-692,Barcelona,Fondo de inversión,Si,870,0.21
43205,A-721,Tarragona,Cuenta corriente,Si,7724,0.21
43205,D-285,Tarragona,Fondo de inversión,No,11096,0.21
43205,C-921,Tarragona,Hipoteca,Si,3696,0.21
43205,C-954,Tarragona,Fondo de inversión,No,7532,0.21
43205,C-534,Tarragona,Plan de jubilación,No,2391,0.21
43205,B-744,Tarragona,Plan de jubilación,Si,14175,0.21
43205,A-194,Girona,Cuenta corriente,Si,9792,0.21
43205,C-281,Girona,Cuenta corriente,Si,5170,0.21
43205,B-225,Girona,Hipoteca,Si,13435,0.21
43205,A-763,Girona,Hipoteca,No,4988,0.21
43205,A-467,Girona,Plan de jubilación,Si,6182,0.21
43205,B-675,Girona,Ahorros,Si,2451,0.21
43206,D-903,Barcelona,Cuenta corriente,No,6373,0.21
43206,A-781,Barcelona,Hipoteca,Si,9959,0.21
43206,A-202,Barcelona,Hipoteca,Si,2654,0.21
43206,A-929,Gavà,Cuenta corriente,No,5466,0.21
43206,B-692,Gavà,Fondo de inversión,No,11982,0.21
43206,B-150,Gavà,Fondo de inversión,Si,6199,0.21
43206,A-551,Tarragona,Fondo de inversión,No,10132,0.21
43206,D-738,Tarragona,Fondo de inversión,No,1265,0.21
43206,D-702,Tarragona,Plan de jubilación,Si,1608,0.21
43206,A-518,Tarragona,Hipoteca,No,12018,0.21
43206,B-215,Girona,Fondo de inversión,No,13591,0.21
43206,C-390,Girona,Plan de jubilación,No,12685,0.21
43206,C-737,Girona,Plan de jubilación,No,4804,0.21
43206,D-339,Girona,Hipoteca,No,2566,0.21
43206,C-930,Girona,Ahorros,No,665,0.21
43206,B-398,Girona,Ahorros,No,3531,0.21
43206,B-522,Girona,Plan de jubilación,Si,8096,0.21
43206,B-279,Girona,Plan de jubilación,Si,3049,0.21
43206,A-772,Girona,Cuenta corriente,No,10369,0.21
43206,A-846,Girona,Hipoteca,No,13200,0.21
43206,A-806,Lleida,Plan de jubilación,Si,528,0.21
43206,C-419,Lleida,Cuenta corriente,Si,14829,0.21
43206,B-757,Lleida,Plan de jubilación,Si,5121,0.21
43207,A-391,Barcelona,Hipoteca,No,3266,0.21
43207,A-869,Barcelona,Plan de jubilación,Si,5811,0.21
43207,C-222,Barcelona,Cuenta corriente,Si,840,0.21
43207,B-858,Barcelona,Ahorros,No,395,0.21
43207,A-182,Barcelona,Fondo de inversión,Si,1316,0.21
43207,A-778,Gavà,Fondo de inversión,No,193,0.21
43207,B-437,Tarragona,Plan de jubilación,Si,1857,0.21
43207,B-299,Tarragona,Fondo de inversión,Si,13697,0.21
43207,B-147,Girona,Fondo de inversión,Si,10816,0.21
43207,A-170,Girona,Plan de jubilación,Si,12960,0.21
43207,A-702,Lleida,Hipoteca,No,11002,0.21
43207,B-134,Lleida,Cuenta corriente,Si,14213,0.21
43208,B-750,Barcelona,Ahorros,No,2507,0.21
43208,C-858,Barcelona,Hipoteca,Si,3274,0.21
43208,A-536,Barcelona,Ahorros,Si,11949,0.21
43208,C-104,Barcelona,Fondo de inversión,No,1149,0.21
43208,C-955,Gavà,Plan de jubilación,No,10312,0.21
43208,C-472,Gavà,Cuenta corriente,No,9756,0.21
43208,A-946,Tarragona,Plan de jubilación,No,1918,0.21
43208,A-592,Tarragona,Ahorros,No,3069,0.21
43208,C-620,Tarragona,Ahorros,No,3055,0.21
43208,C-710,Tarragona,Ahorros,No,9194,0.21
43208,C-949,Tarragona,Hipoteca,Si,7402,0.21
43208,A-996,Tarragona,Plan de jubilación,Si,13121,0.21
43208,A-168,Tarragona,Ahorros,Si,13169,0.21
43208,C-692,Tarragona,Cuenta corriente,No,8305,0.21
43208,C-167,Girona,Plan de jubilación,Si,14420,0.21
43208,A-471,Girona,Ahorros,No,11816,0.21
43208,C-422,Girona,Plan de jubilación,Si,14739,0.21
43208,A-444,Girona,Plan de jubilación,No,13575,0.21
43208,A-395,Lleida,Fondo de inversión,Si,1594,0.21
43208,D-980,Lleida,Fondo de inversión,No,1874,0.21
43208,A-936,Lleida,Fondo de inversión,No,10581,0.21
43209,A-517,Barcelona,Plan de jubilación,Si,4910,0.21
43209,C-748,Barcelona,Hipoteca,Si,2255,0.21
43209,C-153,Barcelona,Hipoteca,Si,1865,0.21
43209,C-228,Barcelona,Plan de jubilación,Si,8634,0.21
43209,A-972,Barcelona,Fondo de inversión,No,12461,0.21
43209,A-220,Barcelona,Plan de jubilación,No,10418,0.21
43209,A-271,Barcelona,Fondo de inversión,Si,1924,0.21
43209,C-528,Barcelona,Ahorros,Si,14303,0.21
43209,A-170,Gavà,Plan de jubilación,No,8650,0.21
43209,D-833,Gavà,Plan de jubilación,Si,12388,0.21
43209,B-301,Gavà,Ahorros,Si,10135,0.21
43209,B-179,Gavà,Fondo de inversión,No,13404,0.21
43209,B-444,Tarragona,Fondo de inversión,Si,12303,0.21
43209,D-896,Tarragona,Hipoteca,No,8762,0.21
43209,B-854,Tarragona,Fondo de inversión,Si,2606,0.21
43209,D-753,Tarragona,Ahorros,No,12352,0.21
43209,B-664,Tarragona,Fondo de inversión,Si,9222,0.21
43209,A-571,Tarragona,Ahorros,No,9216,0.21
43209,C-339,Girona,Hipoteca,No,10804,0.21
43209,C-550,Girona,Ahorros,No,9555,0.21
43209,D-564,Girona,Cuenta corriente,Si,9203,0.21
43209,D-517,Lleida,Ahorros,Si,2860,0.21
43209,B-135,Lleida,Fondo de inversión,No,1454,0.21
43209,B-812,Lleida,Plan de jubilación,No,1549,0.21
43209,A-213,Lleida,Hipoteca,Si,10136,0.21
43209,C-211,Lleida,Fondo de inversión,Si,10967,0.21
43210,D-523,Barcelona,Plan de jubilación,No,12011,0.21
43210,C-378,Barcelona,Fondo de inversión,Si,6970,0.21
43210,D-815,Barcelona,Hipoteca,No,10800,0.21
43210,D-579,Barcelona,Ahorros,Si,13392,0.21
43210,A-849,Barcelona,Ahorros,Si,6730,0.21
43210,A-531,Barcelona,Cuenta corriente,Si,10245,0.21
43210,C-588,Barcelona,Ahorros,No,1109,0.21
43210,A-317,Gavà,Fondo de inversión,Si,8213,0.21
43210,D-551,Gavà,Fondo de inversión,No,14793,0.21
43210,A-436,Gavà,Fondo de inversión,Si,12244,0.21
43210,A-791,Gavà,Hipoteca,Si,12109,0.21
43210,C-285,Gavà,Hipoteca,Si,7295,0.21
43210,C-198,Gavà,Hipoteca,No,11484,0.21
43210,D-645,Gavà,Ahorros,No,9786,0.21
43210,C-499,Tarragona,Fondo de inversión,No,7424,0.21
43210,B-245,Tarragona,Plan de jubilación,Si,11006,0.21
43210,C-360,Girona,Fondo de inversión,Si,10825,0.21
43210,C-509,Girona,Hipoteca,Si,1349,0.21
43210,D-996,Lleida,Ahorros,No,7802,0.21
43210,B-793,Lleida,Fondo de inversión,No,9775,0.21
43210,B-995,Lleida,Ahorros,Si,2435,0.21
43210,B-631,Lleida,Ahorros,No,514,0.21
43211,A-845,Barcelona,Plan de jubilación,Si,7802,0.21
43211,D-381,Barcelona,Fondo de inversión,Si,14356,0.21
43211,B-144,Barcelona,Ahorros,Si,5028,0.21
43211,C-114,Barcelona,Ahorros,No,5436,0.21
43211,D-259,Barcelona,Plan de jubilación,Si,10686,0.21
43211,C-516,Barcelona,Fondo de inversión,Si,12456,0.21
43211,A-403,Barcelona,Hipoteca,No,6662,0.21
43211,D-340,Barcelona,Ahorros,No,9262,0.21
43211,D-359,Gavà,Ahorros,Si,9582,0.21
43211,B-382,Gavà,Hipoteca,Si,3293,0.21
43211,D-874,Gavà,Plan de jubilación,Si,4692,0.21
43211,D-114,Gavà,Hipoteca,Si,14839,0.21
43211,C-870,Tarragona,Hipoteca,No,14669,0.21
43211,A-609,Tarragona,Cuenta corriente,Si,782,0.21
43211,D-271,Tarragona,Fondo de inversión,Si,9585,0.21
43211,D-229,Girona,Plan de jubilación,No,7483,0.21
43211,C-847,Girona,Hipoteca,No,1394,0.21
43211,D-659,Girona,Plan de jubilación,No,1647,0.21
43211,A-136,Girona,Plan de jubilación,No,3897,0.21
43211,A-407,Girona,Fondo de inversión,No,3867,0.21
43211,B-349,Girona,Plan de jubilación,No,4064,0.21
43211,C-158,Lleida,Ahorros,No,9716,0.21
43211,B-502,Lleida,Fondo de inversión,Si,5269,0.21
43211,D-788,Lleida,Hipoteca,No,9928,0.21
43211,B-979,Lleida,Fondo de inversión,Si,8024,0.21
43211,B-380,Lleida,Ahorros,No,8420,0.21
43211,D-377,Lleida,Fondo de inversión,No,9987,0.21
43212,B-748,Barcelona,Ahorros,No,10090,0.21
43212,B-469,Gavà,Ahorros,No,9404,0.21
43212,C-342,Gavà,Fondo de inversión,Si,9910,0.21
43212,B-260,Gavà,Cuenta corriente,Si,8185,0.21
43212,A-569,Gavà,Fondo de inversión,Si,6268,0.21
43212,B-198,Gavà,Ahorros,Si,3191,0.21
43212,C-408,Gavà,Plan de jubilación,No,4724,0.21
43212,B-170,Tarragona,Ahorros,No,14321,0.21
43212,A-689,Tarragona,Plan de jubilación,Si,9215,0.21
43212,B-501,Tarragona,Plan de jubilación,No,12937,0.21
43212,B-663,Tarragona,Plan de jubilación,Si,6760,0.21
43212,D-557,Tarragona,Cuenta corriente,No,7864,0.21
43212,A-812,Tarragona,Hipoteca,No,7327,0.21
43212,D-570,Girona,Fondo de inversión,Si,6240,0.21
43212,A-200,Girona,Plan de jubilación,No,13321,0.21
43212,A-369,Girona,Ahorros,Si,10379,0.21
43212,D-332,Girona,Cuenta corriente,Si,9491,0.21
43212,D-575,Lleida,Plan de jubilación,Si,12961,0.21
43212,C-757,Lleida,Ahorros,No,14639,0.21
43212,B-802,Lleida,Fondo de inversión,Si,13671,0.21
43212,D-868,Lleida,Cuenta corriente,Si,12108,0.21
43212,D-709,Lleida,Cuenta corriente,Si,1570,0.21
43212,C-692,Lleida,Fondo de inversión,No,12654,0.21
43213,C-888,Barcelona,Ahorros,Si,13576,0.21
43213,B-225,Barcelona,Fondo de inversión,No,12282,0.21
43213,A-822,Barcelona,Cuenta corriente,Si,12842,0.21
43213,D-753,Barcelona,Cuenta corriente,Si,11035,0.21
43213,C-619,Gavà,Ahorros,Si,1985,0.21
43213,A-457,Gavà,Plan de jubilación,Si,8242,0.21
43213,C-333,Gavà,Fondo de inversión,No,270,0.21
43213,C-417,Gavà,Plan de jubilación,Si,4763,0.21
43213,D-267,Gavà,Ahorros,Si,7642,0.21
